NIK,PK,PERFORMANCE,COMPETENCY,LEARNING POINT,Kerja Ibadah,Apresiasi,Lebih cepat,Aktif bersama
201190480,0.98,0.98,1.0,0.0,1.0,1.0,1.0,1.0
201190481,0.97,0.97,1.0,0.0,1.0,1.0,1.0,1.0
200890495,0.97,0.97,1.0,0.0,1.0,1.0,1.0,1.0
200890504,0.94,0.95,1.0,0.0,1.0,1.0,1.0,1.0
201290530,0.97,0.97,1.0,0.0,1.0,1.0,1.0,1.0
201490560,0.97,0.97,1.0,0.0,1.0,1.0,1.0,1.0
200890577,0.96,0.97,1.0,0.0,1.0,1.0,1.0,1.0
201090581,0.96,0.97,1.0,0.0,1.0,1.0,1.0,1.0
201390472,0.94,0.97,1.0,0.0,1.0,1.0,1.0,1.0
198190476,0.94,0.95,1.0,0.0,1.0,1.0,1.0,1.0
198990499,0.94,0.95,1.0,0.0,1.0,1.0,1.0,1.0
201290508,0.94,0.95,1.0,0.0,1.0,1.0,1.0,0.94
199190526,0.94,0.95,1.0,0.0,1.0,1.0,1.0,1.0
199190531,0.94,0.95,1.0,0.0,1.0,1.0,0.98,1.0
200890548,0.94,0.95,1.0,0.0,1.0,1.0,1.0,1.0
198790589,0.94,0.95,1.0,0.0,1.0,1.0,1.0,1.0
198890592,0.94,0.95,1.0,0.0,1.0,1.0,1.0,1.0
198990567,0.94,0.95,1.0,0.0,1.0,1.0,1.0,1.0
201590529,0.98,0.98,1.0,0.0,1.0,1.0,1.0,1.0
198690493,0.97,0.98,1.0,0.0,1.0,0.94,1.0,1.0
199090483,0.94,0.95,1.0,0.0,1.0,1.0,1.0,0.96
201290515,0.94,0.95,1.0,0.0,1.0,1.0,1.0,1.0
199490544,0.94,0.95,1.0,0.0,1.0,1.0,1.0,1.0
199090547,0.94,0.95,1.0,0.0,1.0,1.0,1.0,1.0
198290553,0.94,0.95,1.0,0.0,1.0,1.0,1.0,1.0
199090568,0.94,0.95,1.0,0.0,1.0,1.0,1.0,1.0
198590583,0.94,0.95,1.0,0.0,1.0,1.0,1.0,1.0
198790585,0.94,0.95,1.0,0.0,1.0,1.0,0.96,1.0
198090590,0.94,0.95,1.0,0.0,1.0,1.0,1.0,1.0
199090542,0.96,0.98,1.0,0.0,1.0,1.0,1.0,1.0
197990500,0.96,0.96,1.0,0.0,0.99,0.99,0.98,0.99
201490571,0.96,0.95,1.1,0.0,0.92,0.94,0.91,0.89
201390580,0.96,0.95,1.08,0.0,0.92,0.94,0.8,0.88
201190584,0.96,0.92,1.0,0.0,0.78,0.72,0.59,0.72
201190593,0.96,0.95,1.13,0.0,0.96,0.94,0.82,0.83
201590502,0.95,0.94,1.08,0.0,0.8,0.93,0.86,0.93
200990466,0.96,0.97,1.0,0.0,1.0,1.0,0.99,1.0
201690473,0.96,0.97,1.0,0.0,1.0,1.0,1.0,0.98
200890482,0.96,0.92,1.0,0.0,0.7,0.72,0.6,0.72
201390510,0.96,0.93,1.0,0.0,0.81,0.77,0.48,0.82
200990539,0.96,0.96,1.01,0.0,0.99,0.98,0.98,0.99
201190550,0.96,0.95,1.03,0.0,0.89,0.88,0.8,0.94
201190574,0.96,0.93,1.0,0.0,0.84,0.83,0.63,0.83
199290474,0.94,0.94,1.0,0.0,0.95,0.99,0.98,0.99
199190552,0.95,0.95,1.0,0.0,0.93,0.98,0.98,0.98
197990501,0.95,0.96,1.0,0.0,0.93,0.98,0.96,0.97
201790640,0.88,0.91,1.0,0.3,1.0,1.0,1.0,1.0
201590649,0.87,0.9,1.0,0.5,1.0,1.0,1.0,1.0
199090668,0.9,0.93,1.0,0.48,1.0,1.0,1.0,1.0
201390681,0.94,0.97,1.15,0.6,0.98,0.98,0.98,0.98
201290641,0.94,0.95,1.16,0.3,1.0,1.0,0.99,0.99
201190642,0.91,0.95,1.14,0.45,0.99,0.99,1.0,0.99
201490666,1.0,1.01,1.15,0.92,1.0,1.0,1.0,1.0
201590655,0.96,0.94,1.0,0.57,0.81,0.78,0.62,0.71
201590679,0.94,0.93,1.0,0.6,0.85,0.71,0.76,0.82
201790656,0.91,0.91,1.01,0.68,0.85,0.72,0.67,0.78
199490607,0.96,0.95,1.04,1.0,0.88,0.89,0.82,0.72
201490677,0.99,0.97,0.95,1.0,0.73,0.81,0.75,0.81
201690665,1.0,0.97,0.95,1.0,0.78,1.0,0.68,0.78
201790644,0.93,0.94,1.1,0.35,0.76,0.82,0.86,0.76
201790639,0.95,0.99,1.0,0.5,1.0,1.0,1.0,1.0
201490645,0.93,0.96,1.0,0.5,1.0,0.99,0.99,1.0
202191027,1.0,1.02,1.05,1.0,0.99,0.99,0.99,0.99
202191025,0.95,0.97,1.0,0.0,1.0,0.99,1.0,0.99
202191035,0.9,0.92,1.02,0.0,1.0,1.0,1.0,1.0
201790688,0.95,0.92,0.96,0.8,0.7,0.71,0.64,0.66
201890678,0.95,0.97,1.01,0.95,0.99,0.98,0.99,0.99
202191034,0.97,0.97,1.0,0.0,0.98,0.99,0.98,0.98
202191028,0.98,0.96,1.03,0.57,0.89,0.89,0.91,0.89
201790657,0.97,0.99,1.15,1.0,1.0,1.0,1.0,1.0
201590667,0.93,0.95,1.0,0.65,1.0,1.0,1.0,1.0
201790647,0.96,0.97,1.0,1.0,1.0,1.0,1.0,1.0
199390637,0.96,0.97,1.1,0.85,1.0,1.0,1.0,1.0
201690638,0.96,0.99,1.15,0.65,1.0,1.0,1.0,1.0
201890646,0.97,0.98,1.16,1.0,0.98,0.99,0.99,0.99
201890671,0.96,0.98,1.15,1.0,1.0,1.0,1.0,1.0
201100545,0.91,0.91,1.0,0.8,0.88,0.94,0.9,0.88
202191047,0.96,0.96,1.15,1.0,0.92,1.0,0.91,1.0
201490663,0.88,0.91,1.0,0.45,1.0,1.0,1.0,1.0
201890684,0.91,0.9,1.01,0.85,0.75,0.75,0.76,0.75
200890690,0.98,0.99,1.0,0.5,1.0,1.0,1.0,1.0
201590653,0.97,0.99,1.08,1.0,0.96,1.0,1.0,1.0
201690660,0.92,0.94,1.0,0.85,0.96,1.0,1.0,1.0
201590680,0.93,0.95,1.07,1.0,0.98,1.0,1.0,1.0
202191046,0.98,0.99,1.01,0.0,1.0,0.99,0.98,1.0
201390659,0.95,0.96,1.03,1.0,0.92,0.94,0.88,0.91
202191036,0.97,0.98,1.0,0.28,1.0,1.0,1.0,1.0
201890449,0.97,0.98,1.0,0.95,1.0,0.89,0.96,0.94
198990528,0.89,0.9,1.08,0.7,0.89,1.0,1.0,1.0
198990651,0.95,0.95,1.1,0.57,0.62,1.0,0.91,1.0
202191024,0.97,0.98,1.01,0.65,1.0,1.0,1.0,1.0
202191040,0.99,0.99,1.0,0.0,1.0,1.0,1.0,1.0
201390540,0.94,0.95,1.05,0.0,1.0,1.0,1.0,1.0
200890533,0.94,0.95,1.0,0.0,1.0,1.0,1.0,1.0
201690672,1.0,1.01,1.0,0.88,1.0,1.0,1.0,1.0
202191033,0.98,0.97,1.0,0.0,0.96,0.94,1.0,0.89
199590673,0.94,0.96,1.0,0.6,1.0,1.0,1.0,1.0
201890452,0.91,0.94,1.0,0.68,1.0,1.0,1.0,1.0
199590527,0.97,0.98,0.95,0.0,1.0,1.0,0.91,1.0
199590654,0.92,0.89,0.92,0.65,0.78,0.55,0.64,0.55
202191048,0.98,0.98,1.0,0.0,1.0,1.0,1.0,1.0
202191038,0.96,0.97,1.0,0.0,1.0,1.0,1.0,1.0
201290670,0.97,0.96,1.07,0.75,0.88,0.88,0.82,0.88
201190675,0.77,0.82,1.0,0.45,1.0,1.0,1.0,1.0
199090674,0.91,0.93,1.1,0.68,0.89,1.0,0.91,1.0
201190682,0.91,0.91,1.03,0.5,0.81,0.78,0.82,0.89
199790686,0.91,0.92,1.0,0.55,0.85,0.78,0.73,0.83
201690669,1.0,1.02,1.0,1.0,1.0,1.0,1.0,1.0
201390662,0.96,0.97,1.0,0.65,1.0,1.0,1.0,1.0
200990545,0.94,0.95,1.01,0.0,0.98,0.99,0.98,0.99
200890546,0.94,0.95,1.01,0.0,1.0,1.0,1.0,1.0
201690658,1.0,1.01,1.05,1.0,0.99,1.0,0.99,0.99
202191026,0.96,0.97,1.0,0.0,1.0,1.0,1.0,1.0
200990648,0.99,1.0,1.0,0.7,0.98,0.98,0.98,0.99
201590652,0.95,0.96,1.0,1.0,1.0,0.99,0.98,0.98
202191044,0.97,0.97,1.0,0.0,1.0,1.0,1.0,1.0
202191050,0.92,0.93,1.02,0.0,1.0,0.98,1.0,1.0
202191037,1.0,1.0,1.02,0.65,0.96,1.0,1.0,0.99
202191045,0.94,0.93,1.03,0.0,0.8,0.88,0.86,0.88
201590461,0.94,0.95,1.02,1.0,0.96,1.0,0.94,0.99
201590456,0.98,0.99,1.02,1.0,0.85,1.0,0.96,1.0
201490458,0.94,0.95,1.0,0.68,0.95,0.98,0.94,0.98
201890460,0.95,0.98,1.0,1.0,0.96,0.98,0.94,0.99
201790462,0.94,0.95,1.0,0.72,0.96,0.99,0.94,0.99
201590454,0.94,0.95,1.0,0.82,0.85,1.0,0.96,1.0
201590455,0.94,0.95,1.0,0.82,0.99,0.98,0.96,1.0
201590459,0.94,0.95,1.0,0.68,0.85,0.99,0.95,1.0
201590463,0.94,0.95,1.0,0.75,0.95,1.0,0.96,1.0
201590464,0.94,0.95,1.0,0.72,0.96,1.0,0.95,0.98
201790465,0.94,0.95,1.0,0.65,0.94,0.99,0.94,0.99
202190513,0.98,0.98,1.0,0.0,0.99,0.98,0.98,0.98
201490555,0.9,0.92,1.0,0.0,1.0,1.0,1.0,0.99
200990470,0.99,0.99,1.0,0.0,1.0,1.0,1.0,1.0
199590650,0.87,0.89,0.97,0.48,1.0,1.0,0.78,0.83
199700160,0.83,0.85,1.12,1.0,1.0,0.97,0.95,0.98
200800368,1.0,1.01,1.04,1.0,0.98,0.98,0.98,0.98
200900359,0.98,1.01,1.18,1.0,1.0,1.0,1.0,1.0
199300051,0.98,0.99,1.16,0.0,1.0,1.0,1.0,1.0
201200668,0.95,1.0,1.08,1.0,0.92,0.99,0.98,0.9
199500093,0.97,0.98,1.0,1.0,0.91,0.98,0.79,0.98
201200678,0.99,1.01,1.12,0.7,0.93,1.0,0.99,1.0
201200667,0.96,0.97,1.14,0.65,0.98,0.99,0.95,0.94
201490453,1.0,1.04,1.08,1.0,0.98,0.94,0.98,1.0
201690448,1.0,1.01,1.02,1.0,0.99,0.99,0.97,0.99
201890457,0.95,1.0,1.0,1.0,0.99,0.98,0.98,0.98
198800017,0.98,0.98,1.18,0.3,1.0,1.0,1.0,1.0
199000028,0.98,0.99,1.12,0.0,1.0,0.99,0.98,0.99
201290597,0.98,0.98,1.14,1.0,0.93,0.98,0.94,1.0
201300818,0.95,0.97,1.18,1.0,1.0,1.0,1.0,1.0
199400049,0.95,0.98,1.08,1.0,0.99,0.99,1.0,1.0
198900020,0.97,0.98,1.0,0.8,0.95,0.99,0.99,0.99
200990687,0.97,0.99,1.01,1.0,0.97,0.96,0.98,0.95
197290633,0.98,0.96,0.96,0.9,0.85,0.94,0.82,0.89
201590693,1.0,1.04,1.06,1.0,0.95,0.96,0.98,0.96
199000029,1.0,1.03,1.01,1.0,1.0,0.97,0.96,1.0
200900358,1.0,1.02,1.01,1.0,0.95,0.93,0.85,0.99
199700162,0.93,0.96,0.96,1.0,0.98,0.87,0.93,0.98
202191043,0.96,0.97,1.02,0.9,1.0,0.99,1.0,1.0
201000479,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99
201200674,1.0,1.0,1.09,1.0,1.0,1.0,1.0,1.0
201200687,0.99,1.0,1.01,0.7,0.99,0.99,0.99,0.99
201701012,0.98,1.01,1.02,1.0,0.93,0.92,0.92,0.95
202191409,0.96,0.92,1.04,0.0,0.7,0.78,0.7,0.76
202190664,0.96,0.96,1.13,0.6,0.99,0.98,0.98,0.99
199200046,0.97,0.98,1.02,0.5,1.0,0.99,0.98,0.99
199000027,0.98,1.0,0.99,0.95,0.98,0.97,0.96,0.98
198900027,0.97,0.99,1.16,0.9,1.0,1.0,1.0,1.0
199000026,0.98,0.99,1.17,1.0,0.99,0.99,1.0,0.99
198700017,0.97,0.97,1.16,0.0,1.0,1.0,0.97,0.99
201490451,1.0,0.99,1.1,0.0,0.85,0.94,0.88,0.91
198900026,0.97,0.98,1.0,0.0,1.0,1.0,1.0,1.0
200800365,0.98,0.99,1.08,0.5,1.0,0.99,1.0,1.0
199100043,0.97,0.96,1.04,1.0,0.81,0.78,0.82,0.78
201100548,0.97,0.98,1.06,0.5,0.96,1.0,0.96,1.0
200800371,0.93,0.95,1.07,0.5,1.0,1.0,1.0,1.0
201200684,0.94,0.96,1.02,0.3,1.0,1.0,1.0,1.0
201200677,0.89,0.91,1.09,0.3,0.98,0.98,0.98,0.98
200900357,0.88,0.91,1.08,1.0,0.95,0.95,0.96,0.96
201000477,0.98,1.0,1.02,1.0,0.97,0.99,0.98,1.0
200500294,0.96,0.98,1.0,0.0,0.83,0.88,0.92,0.88
201200672,0.92,0.94,1.17,0.45,1.0,1.0,0.99,1.0
201100543,0.97,0.98,1.04,1.0,0.98,0.98,0.92,0.97
201200669,0.97,0.99,1.14,0.6,0.85,0.94,0.86,0.94
200800354,1.0,0.99,1.09,0.95,0.78,0.89,0.91,1.0
199100042,0.94,0.98,1.05,0.78,0.97,0.96,0.96,0.96
201200683,0.96,0.99,1.0,0.65,0.98,0.98,0.98,0.99
201200671,0.96,1.0,1.01,0.6,0.95,0.99,1.0,0.99
202191032,1.0,1.0,1.0,0.0,0.93,0.99,0.9,0.99
201300816,0.98,0.99,1.01,1.0,0.8,0.91,0.88,0.95
201400801,0.95,0.95,1.0,0.65,0.9,1.0,0.95,0.97
201300814,1.0,1.02,1.01,0.85,1.0,1.0,1.0,1.0
200800355,0.97,0.99,1.07,0.0,1.0,1.0,0.94,0.99
201100546,0.97,0.98,1.16,1.0,1.0,1.0,1.0,1.0
200800362,0.95,0.96,1.0,0.65,1.0,1.0,1.0,1.0
201100549,0.97,0.99,1.01,1.0,1.0,0.99,1.0,1.0
199200045,0.97,0.99,1.16,1.0,1.0,1.0,1.0,1.0
200800360,1.0,1.01,1.12,0.82,0.97,1.0,1.0,1.0
202191039,0.96,0.96,1.01,0.0,0.99,1.0,0.98,0.99
198900021,1.0,0.98,0.98,1.0,0.96,0.82,0.76,0.82
198700021,0.93,0.95,1.0,0.78,1.0,0.99,1.0,0.99
198800018,0.94,0.95,1.01,0.7,0.96,0.98,0.99,0.99
199700165,0.97,0.98,1.07,0.65,0.92,0.98,0.97,0.97
201200681,0.97,0.97,1.01,0.0,0.9,0.78,0.85,0.81
201200676,0.97,0.97,1.02,1.0,0.96,0.94,0.86,0.89
199400050,0.97,0.99,1.0,0.0,0.98,1.0,1.0,1.0
201400802,0.98,1.0,1.04,1.0,1.0,1.0,1.0,1.0
200900360,0.95,0.97,1.08,0.9,0.97,0.99,0.98,0.99
201300815,0.99,1.01,1.0,1.0,0.96,1.0,1.0,1.0
201300817,0.97,0.98,1.01,0.75,0.98,1.0,1.0,1.0
198900025,0.95,0.96,1.04,0.6,0.95,0.97,0.94,0.94
202190685,0.9,0.91,1.0,0.9,0.98,0.99,0.98,0.99
200800357,0.96,0.96,1.0,0.65,0.86,0.85,0.86,0.85
199700168,0.95,0.94,1.08,0.45,0.8,0.78,0.82,0.78
198600016,0.95,0.96,1.09,0.78,1.0,1.0,1.0,0.91
201200685,1.0,1.01,1.17,1.0,0.98,0.99,0.99,0.99
201500839,0.99,1.01,1.18,1.0,1.0,1.0,0.98,0.82
199000024,0.98,0.98,1.07,0.2,0.98,1.0,1.0,1.0
201200680,0.96,0.98,1.07,0.95,0.98,0.98,0.98,0.99
199200048,0.95,0.95,1.02,0.68,0.81,0.98,0.93,0.99
199200047,1.0,1.01,1.02,1.0,0.97,0.96,0.97,0.99
200800370,0.94,0.96,1.02,0.0,1.0,1.0,1.0,1.0
198200001,0.74,0.78,1.0,0.0,0.93,0.84,0.9,0.91
199000012,0.86,0.88,1.06,1.0,0.85,0.9,0.88,0.86
199000016,0.81,0.84,1.07,0.55,0.87,0.91,0.9,0.91
201000336,0.97,1.0,1.1,1.0,1.0,1.0,1.0,0.99
201400571,1.0,1.02,1.1,1.0,1.0,0.94,0.91,0.93
201000358,1.0,0.99,1.03,1.0,0.93,0.94,0.84,0.82
201600678,1.0,1.03,1.11,1.0,0.96,0.94,0.91,1.0
200900324,1.0,1.01,1.15,1.0,1.0,1.0,1.0,1.0
200400208,0.99,0.99,1.12,1.0,0.84,0.99,0.95,0.99
201600679,0.99,1.03,1.13,1.0,0.86,1.0,0.91,0.94
200000160,0.91,0.95,1.08,1.0,1.0,1.0,1.0,1.0
201890445,0.95,0.96,1.17,0.0,0.99,0.98,0.98,0.99
201400564,1.0,1.03,1.18,1.0,0.94,1.0,1.0,1.0
199900142,1.0,1.01,1.09,1.0,1.0,1.0,0.95,1.0
201600677,1.0,1.01,1.15,1.0,1.0,1.0,0.96,0.94
199000017,1.0,1.01,1.06,1.0,1.0,1.0,0.86,1.0
199600067,0.98,0.99,1.08,1.0,1.0,0.96,0.84,1.0
201200463,0.98,0.98,1.08,0.48,0.74,0.78,0.95,0.89
202003853,1.0,1.0,1.04,1.0,0.89,0.94,0.81,0.83
201300503,1.0,0.99,1.03,1.0,0.87,0.92,0.84,0.81
202104086,1.0,0.98,1.03,0.8,0.88,0.76,0.82,0.82
202104019,0.84,0.84,1.0,0.3,0.77,0.78,0.77,0.76
202104092,1.0,0.99,1.09,1.0,0.85,0.83,0.78,0.89
201801052,0.98,1.02,1.11,0.82,1.0,1.0,0.95,1.0
200100179,0.92,0.93,0.98,1.0,0.79,0.81,0.72,0.94
202003829,0.99,1.02,1.13,0.0,0.95,0.99,0.97,0.96
201100384,1.0,1.0,1.1,1.0,0.81,0.98,0.82,0.92
201100388,0.95,0.91,0.89,1.0,0.65,0.55,0.82,0.49
201200424,1.0,1.01,1.16,1.0,0.89,1.0,1.0,1.0
200300204,1.0,1.01,1.16,1.0,0.89,1.0,1.0,0.99
200600289,0.9,0.92,1.05,0.55,0.86,0.88,0.94,0.91
200100172,0.96,0.98,1.02,0.38,1.0,0.91,0.93,0.81
200100173,0.95,0.96,1.03,0.25,0.9,0.94,0.92,0.88
200600282,0.9,0.9,1.02,0.0,0.81,0.83,0.78,0.88
200100175,0.92,0.91,1.0,0.0,0.78,0.72,0.68,0.89
200100174,0.97,0.96,1.0,0.25,0.88,0.83,0.73,0.89
200100206,0.94,0.96,1.0,0.0,1.0,1.0,1.0,1.0
200100207,0.9,0.92,1.12,0.0,0.93,0.9,0.87,0.9
200100180,0.94,0.96,1.11,0.0,1.0,1.0,0.99,1.0
200100171,0.96,0.95,1.0,0.35,0.92,0.92,0.82,0.81
200400242,0.96,0.97,1.01,0.35,1.0,0.99,1.0,0.82
200100176,0.96,0.98,1.0,0.35,0.89,1.0,1.0,1.0
200100208,0.96,0.98,1.02,0.35,1.0,1.0,1.0,1.0
200300235,0.96,0.97,1.01,0.35,0.89,1.0,0.99,0.99
200190361,1.0,0.99,1.03,0.0,0.92,0.94,0.8,0.94
200100193,0.92,0.94,1.17,0.0,1.0,0.99,0.98,1.0
200100209,0.91,0.93,1.17,0.0,1.0,1.0,1.0,1.0
201990360,1.0,1.0,1.02,0.0,1.0,1.0,1.0,1.0
201690359,1.0,1.0,1.0,0.0,1.0,1.0,0.86,1.0
200490356,1.0,0.99,1.0,0.0,1.0,1.0,1.0,0.82
200490354,1.0,1.0,1.0,0.0,0.89,1.0,1.0,1.0
200190353,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
201090357,1.0,0.98,1.0,0.0,0.55,1.0,1.0,1.0
200490355,1.0,0.99,1.0,0.0,1.0,1.0,1.0,0.83
199900145,0.89,0.91,1.12,0.25,0.94,0.92,0.95,0.92
201400703,0.85,0.84,1.0,0.3,0.7,0.78,0.77,0.78
201800840,0.97,1.0,1.13,0.42,0.92,0.94,0.89,0.94
201400577,0.95,0.93,1.02,0.35,0.78,0.83,0.8,0.84
200100181,0.95,0.94,1.05,0.8,0.77,0.86,0.82,0.78
201400578,0.95,0.94,1.1,0.6,0.9,0.86,0.82,0.74
201400702,0.96,0.95,1.03,0.35,0.85,0.76,0.85,0.92
201400579,0.95,0.94,1.09,0.25,0.71,0.76,0.72,0.89
201400699,0.96,0.96,1.14,0.3,0.85,0.78,1.0,1.0
201400700,0.94,0.95,1.03,0.25,0.98,0.94,0.76,0.94
201400701,0.94,0.95,1.01,0.25,0.96,0.89,0.78,1.0
201690387,0.98,0.96,1.06,0.0,0.8,0.88,0.81,0.94
201490382,0.97,0.95,1.09,0.0,0.88,0.89,0.82,0.89
201990388,0.98,0.96,1.08,0.0,0.91,0.83,0.86,0.94
201590386,0.98,0.96,1.07,0.0,0.92,0.89,0.82,0.94
201490383,0.98,0.95,1.07,0.0,0.81,0.94,0.76,0.82
201590385,0.98,0.96,1.09,0.0,0.82,0.88,0.76,0.88
201490384,0.98,0.95,1.09,0.0,0.8,0.89,0.86,0.83
201300502,0.84,0.85,0.97,0.55,0.81,0.75,0.8,0.79
200900320,0.86,0.89,0.93,0.25,0.95,0.92,0.83,0.84
201100387,0.92,0.92,1.03,0.57,0.83,0.88,0.88,0.86
201300512,0.93,0.94,1.07,0.12,0.92,0.89,0.78,0.94
201500630,0.92,0.89,0.97,0.0,0.8,0.76,0.68,0.54
201600827,0.94,0.93,1.01,0.0,0.81,0.83,0.76,0.77
200900318,0.95,0.96,1.11,0.42,0.9,0.99,0.97,0.98
201400674,0.94,0.95,1.06,0.28,1.0,1.0,1.0,1.0
201100378,0.95,0.96,0.96,0.35,0.92,1.0,0.87,0.97
200900317,0.92,0.94,1.03,0.35,0.94,0.92,0.9,0.94
201200644,0.92,0.93,1.0,0.35,0.83,1.0,0.95,1.0
200900340,0.94,0.95,1.0,0.35,0.85,1.0,0.96,1.0
200900341,0.93,0.94,1.01,0.35,0.83,0.98,0.96,0.97
201400590,0.93,0.94,1.08,0.05,1.0,0.99,0.99,0.93
201200568,0.92,0.9,0.95,0.0,0.75,0.76,0.82,0.87
200900345,0.92,0.91,1.0,0.0,0.92,0.88,0.76,0.83
201300609,0.92,0.92,0.98,0.0,0.75,0.88,0.76,0.89
201100457,0.91,0.9,0.96,0.0,0.75,0.89,0.82,0.83
201100458,0.91,0.9,0.98,0.0,0.92,0.76,0.75,0.76
201390339,0.94,0.94,1.0,0.0,0.8,0.99,0.94,0.99
202090347,0.94,0.93,1.0,0.0,0.78,0.94,0.87,0.98
201200464,0.94,0.93,1.0,0.0,0.8,0.94,0.89,0.88
201290342,0.95,0.95,1.0,0.0,0.85,0.98,0.95,0.99
201490343,0.94,0.93,1.0,0.0,0.79,0.98,0.93,0.81
201790344,0.94,0.95,1.02,0.0,0.95,1.0,1.0,0.98
201490341,0.94,0.95,0.99,0.0,0.96,0.94,0.94,0.99
201390340,0.94,0.93,1.0,0.0,0.81,1.0,0.9,0.77
201890346,0.94,0.95,1.0,0.0,0.85,1.0,0.95,1.0
201890345,0.94,0.94,1.01,0.0,0.74,1.0,0.94,0.99
200100169,0.96,0.96,1.1,0.45,0.9,0.82,0.92,0.94
201300504,0.95,0.97,1.0,0.3,0.92,0.9,0.86,0.88
201300508,0.97,0.97,1.07,0.62,0.94,0.88,0.86,0.82
202003852,0.9,0.91,1.09,0.0,0.92,0.84,0.87,0.89
202191479,0.94,0.94,1.03,0.0,1.0,0.94,0.95,0.94
201400787,0.92,0.93,1.09,0.0,0.96,0.89,0.9,0.94
201300507,0.94,0.94,1.04,0.0,0.85,0.83,0.86,0.89
200300202,0.95,0.95,1.05,0.35,0.83,0.88,0.89,0.95
201300509,0.94,0.92,0.95,0.0,0.69,0.66,0.68,0.69
201300606,0.97,0.97,1.04,0.38,0.85,0.94,0.86,0.94
201300607,0.96,0.96,1.02,0.35,0.95,0.89,0.78,0.94
202104085,0.92,0.94,1.01,0.0,1.0,0.94,1.0,0.99
201300610,0.92,0.94,1.16,0.0,0.91,1.0,0.98,0.98
201490406,1.0,0.98,1.0,0.0,0.91,0.88,0.81,0.88
201390405,1.0,0.99,1.03,0.0,0.91,0.94,0.86,0.89
201990408,1.0,0.98,1.01,0.0,0.89,0.87,0.8,0.93
201390404,1.0,0.99,1.07,0.0,0.96,1.0,0.9,0.94
201890407,1.0,0.98,0.99,0.0,0.88,0.89,0.86,0.89
200600283,0.93,0.93,1.01,0.4,0.77,0.82,0.81,0.94
200600285,0.9,0.93,1.05,0.62,0.9,0.91,0.94,0.88
200600284,0.93,0.93,1.01,0.25,0.89,0.87,0.94,0.89
200600324,0.94,0.95,1.14,0.3,0.92,0.99,0.89,0.94
201100386,0.92,0.91,1.03,0.0,0.88,0.88,0.72,0.77
200800333,0.9,0.91,1.03,0.0,0.8,0.94,0.84,0.88
200600287,0.94,0.96,1.15,0.6,0.9,0.92,0.87,0.92
200600286,0.94,0.97,1.08,0.28,0.94,0.99,0.99,0.99
199100024,0.94,0.97,1.06,0.3,0.89,0.88,0.92,0.97
200100167,0.94,0.98,1.17,0.6,0.98,1.0,0.95,1.0
201903444,0.99,1.01,1.04,0.6,0.99,0.98,0.94,0.99
200600325,0.99,1.02,1.06,0.6,1.0,1.0,0.98,1.0
200600288,0.93,0.94,1.1,0.25,0.99,0.98,0.94,0.93
201500692,0.9,0.88,0.95,0.0,0.73,0.72,0.68,0.78
200600326,0.96,0.99,1.16,0.25,0.96,1.0,0.94,0.94
200600327,0.96,1.0,1.15,0.25,0.96,1.0,0.96,1.0
200600328,0.96,0.99,1.15,0.25,0.95,0.98,0.94,0.98
201090323,0.98,0.96,1.08,0.0,0.71,0.94,0.78,0.76
201890331,0.98,0.97,1.04,0.0,0.88,0.98,0.94,0.99
201390326,0.97,0.97,1.02,0.0,0.95,0.98,0.84,0.99
201790330,0.98,0.99,1.11,0.0,0.99,1.0,1.0,0.99
200690322,0.98,0.98,1.03,0.0,1.0,0.99,1.0,0.88
201790329,0.98,0.98,1.04,0.0,1.0,0.99,0.96,1.0
201390327,0.98,0.98,1.02,0.0,0.99,0.99,0.9,0.99
202190332,0.98,0.98,1.0,0.0,0.95,0.99,0.9,0.94
201090324,0.98,0.99,1.04,0.0,0.99,1.0,1.0,1.0
200600329,0.98,0.99,1.09,0.0,1.0,1.0,1.0,1.0
200690321,0.98,0.98,1.07,0.0,0.99,0.98,0.94,0.98
201390325,0.98,0.98,1.07,0.0,0.99,0.98,0.98,0.99
201100398,0.99,1.01,1.12,1.0,1.0,1.0,0.96,0.98
200100170,0.97,0.98,1.01,0.57,0.87,0.92,0.78,0.9
201700713,0.99,1.0,1.09,0.75,0.85,0.99,0.99,0.99
201700712,0.92,0.94,1.08,0.2,0.89,0.99,0.94,1.0
201700715,0.92,0.93,1.05,0.25,1.0,0.93,0.92,0.96
201700811,0.91,0.93,1.03,0.75,0.92,0.88,0.81,0.91
201700808,0.92,0.92,1.02,0.32,0.68,0.77,0.86,0.81
201700812,0.93,0.96,1.09,0.25,0.96,1.0,1.0,0.94
201700809,0.84,0.87,1.0,0.6,0.96,1.0,0.78,0.83
201700810,0.91,0.92,1.01,0.6,0.89,0.88,0.88,0.81
202191332,0.92,0.9,1.01,0.0,0.88,0.82,0.67,0.87
201700813,0.92,0.94,1.17,0.25,1.0,0.99,0.94,0.93
201790424,0.94,0.94,0.98,0.0,0.92,0.93,0.95,0.82
201790423,0.92,0.92,0.99,0.0,0.85,0.94,0.86,0.89
201790422,0.95,0.94,1.09,0.0,0.96,0.89,0.96,0.89
201790426,0.94,0.93,0.98,0.0,0.95,0.89,0.9,0.71
201790425,0.86,0.87,1.01,0.0,0.82,0.93,0.84,0.88
201000340,0.84,0.89,1.16,1.0,0.98,0.99,0.96,1.0
